CountryName,CountryCode,IndicatorName,IndicatorCode,1999,2000,D2001,D2002,D2003,D2004,D2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,D2017,2018,D2019
Djibouti,DJI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.047764375,2.618562398,3.199959328,3.826476088,3.169601156,4.799864683,5.100061387,5.799962619,4.999503141,3.5,4.5,4.8,5,6,6.5,6.5,7,7,7.2
Dominica,DMA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.473103034,-1.753160255,7.687213049,3.250144236,-0.088242377,2.9296875,6.356736243,7.047279215,-1.166666667,0.674536256,0,-1.256281407,0.593723494,3.878583474,2.2,0.576,3.034,2.124,2.113
Dominican Republic,DOM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.809229488,5.788207316,-0.25335881,1.31195822,9.262750074,10.67115484,8.710414119,3.225742292,0.944863579,8.327288907,3.079249713,2.836896155,4.723121808,7.623187565,7.027735722,6.6,5.3,5,4.8
Ecuador,ECU,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.015621948,4.096784617,2.722877337,8.211020917,5.291310768,4.403530371,2.19006579,6.357133783,0.566487883,3.525301655,7.868149283,5.641969524,4.946519363,3.992709235,0.157751291,-1.523024468,-1.331564938,-0.438657894,0.346797986
"Egypt, Arab Rep.",EGY,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.535225676,2.370489108,3.193454733,4.091919181,4.471352753,6.842960587,7.088015957,7.152051034,4.685445188,5.139126087,1.816646644,2.193878354,2.2,2.9,4.4,4.3,3.9,4.6,5.3
El Salvador,SLV,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.708936396,2.340822748,2.30003827,1.850535583,3.562814501,3.911948645,3.839765177,1.274227301,-3.133046282,1.364783667,2.21683561,1.880955461,1.84729,1.42526,2.29836,2.36686,2.04555,1.8445,1.7445
Equatorial Guinea,GNQ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,63.37987543,19.46283403,13.95525032,37.99872686,16.74870061,7.704917606,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133192499,-0.677282946,-8.284968855,-7.339746629,-5.867654639,-7.011970111,-5.995465315
Eritrea,ERI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,7.019961432,3.050780947,4.986950038,4.77468655,3.975389127,4.301313967,4.290482381,4.290482381
Estonia,EST,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.328737573,6.07642212,7.416070995,6.294731089,9.373741405,10.27190654,7.748187528,-5.419488908,-14.72444295,2.259194895,7.597234132,4.307279191,1.415179731,2.822982418,1.444154203,1.1,2.465,2.7,2.713
Ethiopia,ETH,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,8.301306322,1.514725693,-2.161359721,13.57260315,11.8187974,10.83472707,11.456167,10.78852168,8.802553202,12.55053834,11.17829678,8.647812465,10.58227154,10.27918951,9.607519222,7.461095216,8.33046066,7.965093094,7.919777061
Fiji,FJI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2,3.2,1,5.3,0.7,1.9,-0.850822462,1.03252103,-1.4,3,2.7,1.8,4.6,5.6,3.6,2,3.7,3.5,3.3
Finland,FIN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.58145728,1.68033545,1.993996179,3.926080519,2.780543064,4.054640794,5.185363505,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758564911,-0.707901437,0.210290276,1.4,1.4,1.4,1.5
France,FRA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.96606586,1.077240799,0.84945538,2.588119982,1.665590096,2.513288704,2.34756178,0.081039849,-2.862443915,1.88468924,2.106346831,0.223963342,0.617837885,0.66534816,1.209246738,1.18678,1.349,1.4321,1.43213
Gabon,GAB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.135233422,-0.249033169,2.247330012,0.689543058,3.900705421,-3.634637434,5.658952383,-3.308430649,0.13033225,7.089886512,7.091753882,5.251076812,5.63841381,4.314876119,4.012829395,2.306246773,1.31138744,2.447319065,2.914832619
"Gambia, The",GMB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.79999178,-3.249966726,6.869993859,7.049996551,-6.176465028,1.16561622,3.721582469,5.861916383,6.58378191,6.653293601,-4.368781227,5.974836895,4.873080532,0.914034956,4.10299761,2.143887724,2.503863192,3.77260773,3.99224571
Georgia,GEO,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.775774557,6.253028626,7.221523093,6.350481944,3.387043726,4.623331907,2.9,2.7,3.5,4,4.5
Germany,DEU,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.703531287,-0.002084367,-0.715369608,1.172321129,0.706779774,3.694545754,3.263254113,1.087630036,-5.624064845,4.085765577,3.652141559,0.499558773,0.482193086,1.595153813,1.725734029,1.9,1.76,1.6,1.4
Ghana,GHA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4,4.499999699,5.199999984,5.59999999,5.900003988,6.399912419,4.346942812,9.149409269,4.844629332,7.899766855,14.0469536,9.293094181,7.31250884,3.985794172,3.915948575,3.609189467,6.122893525,7.792149267,6.163899338
Greece,GRC,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.131078135,3.922689093,5.794534413,5.061358159,0.598907257,5.652264736,3.274265566,-0.335432612,-4.300864415,-5.478959408,-9.13193323,-7.301231803,-3.241173566,0.352833251,-0.219069307,0.338812152,1.2,1.6,1.6
Grenada,GRD,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.105464722,3.320962772,8.551952738,0.116249128,12.48645983,-4.7,5.7,-0.2,-6.6,-0.9,0.6,-1.9,2.4,7.3,6.2,3.9,3.2,2.8,2.7
Guatemala,GTM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.332574183,3.866638363,2.530837955,3.152030513,3.260162692,5.379733928,6.304072145,3.281095312,0.526037754,2.869481449,4.162050354,2.969832897,3.697604916,4.17416585,4.06625061,3.074320169,3.458138093,3.468607177,3.602064488
Guinea,GIN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.658346471,5.164609466,1.24860126,2.340117313,2.997287943,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.908762416,3.944111306,2.29999904,0.399999657,0.099995611,4.562003806,4.440934951,4.636767407,4.649001477
Guinea-Bissau,GNB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.188906815,-0.985177525,0.568510176,2.76140199,4.265425048,2.309749943,3.205047716,3.207377029,3.311677363,4.431841824,9.334144591,-1.797988807,0.820272533,2.541075019,4.796779769,4.936623531,5.061605626,5.057427635,5.127436823
Guyana,GUY,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,-5.342878892,7.020313451,1.976647058,3.31862417,4.370869417,5.437126058,4.816458917,5.22162589,3.828406874,3.1,3.299,3.532,3.587,3.687
Haiti,HTI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.044374391,-0.251464534,0.363800337,-3.522888132,1.805010846,2.249221904,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.796830259,1.185463497,1.4,0.5,1.7,2.3
Honduras,HND,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.723193273,3.754337861,4.547038052,6.232302961,6.050916061,6.56699986,6.188252742,4.231864123,-2.431875015,3.731270148,3.835560728,4.128748005,2.791500275,3.059838359,3.639941567,3.608418152,3.388825207,3.265656871,3.26866455
"Hong Kong SAR, China",HKG,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.560782325,1.656672569,3.056313002,8.700074932,7.388145748,7.032580391,6.464757566,2.127928685,-2.459138381,6.767719123,4.814645853,1.70025285,3.08804821,2.68193502,2.436791891,1.9,2.1,2.4,2.4
Hungary,HUN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.774101285,4.503063882,3.827747149,5.005389217,4.38289382,3.855745781,0.448348194,0.889204526,-6.563634275,0.677098149,1.739423344,-1.602512403,2.117146834,4.04732118,3.148083829,2,3.7,3.7,3
Iceland,ISL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.833743499,0.314814669,2.440137445,8.099766067,6.704385241,5.000656366,9.349879644,1.519449618,-6.94385958,-3.559949451,1.987039819,1.217625612,4.411447317,1.929448451,4.141607277,7.2,5.5,3.6,3.2
India,IND,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.944573331,3.90730037,7.943956268,7.848994478,9.284872616,9.264106044,9.801353524,3.890905217,8.47977286,10.25996035,5.47958,5.48406,6.54022,7.1795,7.93371,6.8,7.2,7.5,7.7
Indonesia,IDN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.643465721,4.49947521,4.780370392,5.030872196,5.692571724,5.500952284,6.345021455,6.013703063,4.701768517,6.377625686,6.169784208,6.030050653,5.557263689,5.006668426,4.876254582,5.0155584,5.155063276,5.26096947,5.380847552
"Iran, Islamic Rep.",IRN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.669490264,8.159723848,8.058863588,6.067031222,4.655971228,6.211336641,6.366826366,0.576054223,3.950108242,6.577358842,3.74971394,-6.608696533,-1.911526504,4.34329095,-1.8,6.4,4,4.051,4.2
Iraq,IRQ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-6.600002862,-7.799991222,-41.30000719,46.49997207,-0.700004805,6.200037866,1.500002476,9.499956089,4.200000624,5.537890251,10.21408931,12.61641718,7.6,0.7,4.8,10.1,-3.1,2.551,1.1
Ireland,IRL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.052352397,5.576405985,3.673787556,6.7242251,5.766100624,5.866916266,3.795772471,-4.372886847,-4.565201948,2.033909951,-0.040967277,-1.102639823,1.099038341,8.461452075,26.27628016,5.2,4,2.6,2.55
Israel,ISR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.093529249,-0.194396619,1.117997422,5.048488881,4.151835344,5.706764796,6.214262726,3.005829097,1.39189012,5.655776844,5.062178851,2.381800262,4.376328279,3.163047034,2.507836062,3.960801547,3.1,3.2,3.3
Italy,ITA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.772299187,0.248496797,0.151349703,1.58192588,0.949709494,2.006524195,1.473922766,-1.050414191,-5.48207703,1.686478827,0.576685526,-2.818932349,-1.728267218,0.091813243,0.731692929,1,0.949,1.1213,1.10547
Jamaica,JAM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.812752927,-4.332824094,-1.468990555,1.72904781,-0.621954187,0.503639921,0.694621084,0.996498915,1.375,1.988,2.139,2.3
Japan,JPN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.406249445,0.118100784,1.528242023,2.204730325,1.662732005,1.42002553,1.654262434,-1.093498814,-5.417080769,4.192267018,-0.115461941,1.495028543,2.000489572,0.335664786,1.1,0.99312,1.45,1.049,0.649
Jordan,JOR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.27137064,5.792385509,4.163751728,8.562737394,8.163780219,8.093331161,8.175719022,7.23240848,5.47658105,2.336830301,2.560808799,2.651203349,2.829210769,3.096330275,2.382686856,2,2.3,2.6,3
Kazakhstan,KAZ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,13.5,9.800000002,9.3,9.6,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.4,4.8,6,4.199998151,1.200463193,0.999745507,2.400056486,2.571258974,2.898341479
Kenya,KEN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.456715724,0.55685443,2.945066282,5.102776051,5.900059681,6.315433628,6.850729771,0.232282746,3.306939815,8.402277064,6.11161346,4.554942796,5.693530352,5.331859404,5.679546726,5.800419823,5.53644079,5.754248764,6.06258492
Kiribati,KIR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.418,3.962,2.006,-1.629,4.952,-1.581,2.202,-1.847,0.29,-1.608,0.477,5.188,5.782,2.409,3.497,3.075,2.479,2.014,1.488
"Korea, Rep.",KOR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.525319497,7.432433614,2.933207053,4.899851507,3.92368744,5.176133982,5.463406088,2.829214457,0.707518483,6.496793586,3.681696472,2.292382426,2.896220054,3.341447519,2.611935409,2.738348066,2.8,2.9,3
Kosovo,KSV,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,16.29927,4.30428,3.66202,2.7989,5.35495,6.18639,7.28102,4.4887,3.59277,3.28273,4.36685,2.8,3.4,1.2,4.1,3.6,3.9,4.2,4.4
Kuwait,KWT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.213332577,3.014283152,17.32602042,10.24029806,10.60899669,7.514773,5.991575511,2.479756943,-7.076056431,-2.37055926,9.628436082,6.626388081,1.149038847,0.501132662,1.846471657,2.9,0.2,2.7,2.9
Kyrgyz Republic,KGZ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.32158429,-0.017353166,7.030296139,7.026859719,-0.175548229,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193,10.91546938,4.024038629,3.9,3.8,3.4,4,4.8
"Lao, PDR",LAO,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026283279,8.475969134,7.51652414,7.350386008,7.04868,6.99729,6.79176,7.2
Latvia,LVA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.45717059,7.111759477,8.425017557,8.341511286,10.70108696,11.9026189,9.960466216,-3.597932386,-14.34897773,-3.779764302,6.210975644,4.005337648,3.02166995,2.359378677,2.741373034,1.95,3.13862,3.50921,3.3857
Lebanon,LBN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.871259086,3.415104761,3.222473968,5.913768934,2.74702747,1.700917797,9.340821031,9.249332765,10.05522367,8.037829469,0.916813426,2.763092611,3.013452318,1.8,1.3,1.8,2.5,2.6,2.6
Lesotho,LSO,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.915829379,1.507035335,5.114248946,1.762901946,2.971068844,4.359775655,4.161380204,6.732523918,2.169358183,6.248027287,7.001086654,5.466489433,2.019214306,4.5417789,1.611940435,2.509360942,2.971308097,3.390577547,3.556501116
Liberia,LBR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.918707483,3.762770617,-30.14522856,2.620610331,5.281986292,8.043142916,9.534910654,7.146926406,5.300102818,6.099946049,8.2,8.3,8.7,0.7,0,-1.2,3,5.3,5.7
Lithuania,LTU,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.524314027,6.760606682,10.5383146,6.550273326,7.727885834,7.405782245,11.08724057,2.628241709,-14.81418554,1.63949883,6.049394169,3.83506431,3.506788063,3.495036829,1.77848756,2.21606072,2.98266,3.26368,3.19029
Luxembourg,LUX,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.579137657,3.620782281,1.397642591,4.411116963,3.216432925,5.110594745,8.395647185,-0.843120826,-5.376988795,5.676656248,2.565685444,-0.847072985,4.346679537,4.069293381,4.849233222,4.19,3.1,2.5,2.5
"Macedonia, FYR",MKD,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-3.067245662,1.494028679,2.222222222,4.674428357,4.723377527,5.137025162,6.473486858,5.471711774,-0.358615842,3.358760114,2.339892284,-0.456184412,2.925265321,3.629641308,3.841623807,2.4,2.8,3.3,3.8
Madagascar,MDG,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.017821924,-12.67378814,9.784888193,5.256999214,6.512491993,5.022607002,6.240578451,7.128531446,-4.013875488,0.263106404,1.454415017,3.027516652,9.512795421,3.256290256,3.786074055,4.367603839,3.468852507,6.409801163,4.703129531
Malawi,MWI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-4.974963841,1.700000007,5.70563944,5.420497688,3.268725833,4.7,9.599999997,7.639736774,8.328110276,6.874065498,4.854055165,1.885799686,5.200000554,5.699999459,2.826180851,2.462229228,4.405280927,4.878234474,5.271408786
Malaysia,MYS,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.517474556,5.390972857,5.788514212,6.783561139,5.33200528,5.584912523,6.29877185,4.831729958,-1.513504463,7.424878279,5.29391284,5.473454192,4.69372252,6.012690036,4.96777303,4.23878322,4.8536,4.85102,4.95002
Maldives,MDV,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,11.9,6.1,14.2,12.5,-8.7,19.6,10.6,12.2,-3.6,7.1,6.5,1.3,4.7,6,2.8,4.1,4.5,4.6,4.6
Mali,MLI,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,15.37623946,3.106308252,9.119041995,1.559998661,6.53476289,4.662186406,3.493616539,4.773381746,4.679065855,5.413451728,3.240252313,-0.836177664,2.303584627,7.043356983,5.962581676,5.55122869,5.263415431,5.192659268,5.083114344
Malta,MLT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.608182523,2.982359987,2.544249629,0.442013487,3.785265428,1.827598455,3.986513122,3.346554947,-2.462330414,3.543149883,1.445501695,2.684877931,4.559167632,8.393422389,7.434600708,5.04,3.05,2.5,2.5
Marshall Islands,MHL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.636,0.277,-0.119,2.64,1.884,3.737,-1.89,-1.718,6.184,1.26,4.006,1.894,-1.074,0.398,1.379,1.745,1.75,1.6,1.551
Mauritania,MRT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.008796925,0.665004156,5.978253348,5.74742354,8.969422318,18.86909934,2.817836772,1.079967167,-1.042081704,4.773697175,4.704066531,5.795078172,6.085302076,5.639563295,1.437319152,1.985405278,3.51470562,2.74832997,4.595458901
Mauritius,MUS,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.573570288,2.11331329,3.656856398,5.745767527,1.241387538,8.53825562,5.732547149,5.389815501,3.305771771,4.370266392,4.066639054,3.485095337,3.351375171,3.740179521,3.461925383,3.532460981,3.426881101,3.515547855,3.325613964
Mexico,MEX,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-0.605492361,0.131909828,1.422671277,4.295716762,3.032577415,4.944512818,3.224834422,1.379942741,-4.700338264,5.110199311,4.044614846,4.018173014,1.360076881,2.265338162,2.629673419,2.304904413,1.841507877,2.190076747,2.547362754
"Micronesia, Fed. Sts.",FSM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.664,0.622,1.816,-3.344,2.199,-0.062,-1.992,-2.239,1.039,3.494,1.776,-0.54,-3.562,-3.403,-0.165,1.054,0.722,0.718,0.824
"Moldova, Rep.",MDA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.100000281,7.799999787,6.599999906,7.39999984,7.500000095,4.799999869,3.000000199,7.8000001,-6.000000259,7.100000092,6.800000288,-0.700000153,9.400000099,4.799999749,-0.500000006,4.1,4,3.7,3.5
Mongolia,MNG,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.952710544,4.732978464,7.004634576,10.62540596,7.253665441,8.556234809,10.24801636,8.900367946,-1.268598941,6.365161685,17.29077885,12.31982022,11.64891386,6.900001232,2.200000899,0.97700475,-0.223602311,1.870756333,8.027351007
Montenegro,MNE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.1,1.90393,2.48266,4.42605,4.1806,8.56642,10.6579,6.9226,-5.65692,2.46373,3.22828,-2.7,3.5,1.8,3.4,2.5,3.3,3,2
Morocco,MAR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,7.552001046,3.316043279,6.316850557,4.801924311,2.978449277,7.759926163,2.705754904,5.923277686,4.243714325,3.815707029,5.245771777,3.009938403,4.535456789,2.551044668,4.508487465,1.1,3.8,3.7,3.6
Mozambique,MOZ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,12.72096582,8.794057581,6.500606668,7.811186108,8.720667733,9.851055641,7.42606066,6.876205375,6.351461641,6.687731175,7.117606565,7.198184402,7.141683266,7.443838216,6.609725577,3.344815208,4.752497895,6.141210577,6.722442577
Myanmar,MMR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,11.3440345,12.02551864,13.84399505,13.64190607,13.56897077,13.07610262,11.9914391,3.6,5.1,5.3,5.9,7.3,8.5,8,7.3,6.5,6.9,7.2,7.3
Namibia,NAM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.177948858,4.788661308,4.239794315,12.26954803,2.529262603,7.073175362,6.617094453,2.650013217,0.296143694,6.038898517,5.090860664,5.061978711,5.65472927,6.458409008,5.295482462,1.211108727,3.028632151,4.045112619,4.18078891
Nepal,NPL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.799762644,0.120266897,3.945037767,4.682603245,4.979177465,3.364614788,3.411560276,6.104639142,4.53307872,4.81641465,3.421828241,4.781192258,4.128877676,5.98898,3.3,0.4,7.5,5.5,4.5
Netherlands,NLD,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.12352603,0.103589088,0.360864453,1.798010174,2.162261963,3.673764447,3.697048292,1.698331676,-3.76662439,1.327746876,1.664591274,-1.05732625,-0.11812363,1.41915992,1.95140381,2.072960019,1.949,1.3,1.30321
New Zealand,NZL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.249307109,5.095915821,4.582828377,4.382602701,2.555022943,2.761155089,3.945093887,-0.429271538,0.37631855,1.955135872,1.913053235,2.550231453,2.10080958,3,3.07576,4.2,2.7,3.1,2.8
Nicaragua,NIC,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.960843529,0.753938941,2.520732936,5.31217052,4.282398305,4.15206956,5.287876882,2.851680739,-2.759448575,3.191379214,6.231669291,5.590752554,4.533033921,4.825661772,4.883940317,4.690660436,4.277697544,4.188396321,4.232101592
Niger,NER,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,7.104340612,2.999122036,5.299999998,0.100000001,4.499999999,5.800000002,3.146570396,9.587673209,-0.712671174,8.369239798,2.31140022,11.81366328,5.268378734,7.049797948,3.605301605,4.662893906,5.197568243,5.464436056,5.490517523
Nigeria,NGA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.666848247,14.60438138,9.502606321,10.44200379,7.008456931,6.725974161,7.318080693,7.199287158,8.353344248,11.25890512,4.887386099,4.279276818,5.394416866,6.309717687,2.652693664,-1.564834563,1.170193138,2.415671105,2.475468146
Norway,NOR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.08546144,1.437662096,0.919848257,3.959035967,2.624741739,2.395027493,2.92979291,0.384335361,-1.622560698,0.601899366,0.968791508,2.748821806,0.998695416,1.918800434,1.611019844,1.02439295,1.2,1.9,2.1
Oman,OMN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.482454096,-1.10056525,-2.668969447,1.292112564,2.49045836,5.372068299,4.452694304,8.199695813,6.112453761,4.803316864,-1.106986522,9.331736785,4.373454094,2.54155024,5.652350547,2.2,0.9,2.4,2.9
Pakistan,PAK,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.98238383,3.224448326,4.84632296,7.367955424,7.66793047,6.177535825,4.832817277,1.701405465,2.831658519,1.606691959,3.6,3.8,3.7,4,4,4.7,5.2,5.5,5.8
Palau,PLW,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.326,6.6,-6.358,6.928,1.28,-2.765,-0.028,-5.575,-9.108,3.295,5.017,3.228,-2.409,4.234,9.384,0,5,5,4
Panama,PAN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.574272925,2.229149543,4.205495961,7.52208031,7.191278857,8.652465601,11.98398543,8.611646019,1.598358884,5.76734985,11.80806622,9.229952253,6.624158996,6.053333957,5.830788375,4.890576099,5.156219502,5.407198861,5.792961925
Papua New Guinea,PNG,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-0.121288758,-0.158900358,2.164102123,2.721175459,3.596104216,2.584500515,7.2,6.7,6.1,7.7,10.7,8.1,5.5,7.4,6.8,2.4,3,3.2,3.4
Paraguay,PRY,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-0.834051792,-0.021408141,4.320743749,4.057419411,2.133491971,4.807120262,5.421622463,6.35911702,-3.965695886,13.09300368,4.342407086,-1.238968506,14.0362777,4.722333178,2.999999648,4.103941111,3.601969286,3.839510624,3.761279283
Peru,PER,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.616989487,5.454000599,4.164599,4.959037754,6.284648002,7.528899044,8.518387769,9.143146706,1.049228626,8.450752161,6.452224617,5.951973934,5.816679106,2.399969725,3.32759524,3.859543668,2.750603393,3.757582813,3.624718059
Philippines,PHL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.893947159,3.645891434,4.970400658,6.697644412,4.777637752,5.242922835,6.61669926,4.152768076,1.148323275,7.632262445,3.659745863,6.683836999,7.064015717,6.144273856,6.070487833,6.922137728,6.922708443,6.945129889,6.832212844
Poland,POL,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.248005438,2.041603894,3.562471549,5.135649521,3.493658628,6.179604377,7.03480227,4.249644611,2.820221298,3.606959585,5.016616412,1.606637644,1.390825009,3.28257033,3.940910435,2.822200218,3.289864863,3.198316605,3.197247513
Portugal,PRT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.943251979,0.768768599,-0.93418321,1.811533546,0.766817263,1.553048955,2.49206184,0.199231889,-2.978128619,1.898682064,-1.826802352,-4.028289131,-1.130122949,0.89309964,1.595531161,1.328269812,1.6,1.40543,1.40543
Qatar,QAT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.898186603,7.182151762,3.719958644,19.21891529,7.492758507,26.1702457,17.98565677,17.66355638,11.95656114,19.59233153,13.37517641,4.7,4.4,4,3.6,2.23,3.2,2.551,2.5
Romania,ROM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.465621167,5.141657188,5.527557343,8.287130743,4.181259777,8.054481925,6.839790471,8.592988719,-7.097841869,-0.834009536,1.086988099,0.616521138,3.522540914,3.095034992,3.892726542,4.761131066,4.368682166,3.666004909,3.465198011
Russian Federation,RUS,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.090287209,4.744013146,7.349047383,7.175593098,6.376115109,8.1536349,8.535076801,5.247775288,-7.821004879,4.503752976,4.047525263,3.518034912,1.279323218,0.718178463,-2.83795274,-0.248002429,1.326849687,1.412967244,1.408181157
Rwanda,RWA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,8.668954202,13.51052989,1.451335379,6.946390386,6.912001414,9.235269536,7.612853864,11.16246001,6.267988487,7.312669275,7.851934941,8.788351534,4.684512428,7.00913242,6.904203115,5.885613868,5.966915251,6.815986229,7.033814928
